month,dow,hour,exit,승차인원,하차인원
01,FRI,10,1,14.382729624838266,35.45976714100899
01,FRI,10,10,32.53965071151356,80.22457956015518
01,FRI,10,11,17.238874514877075,42.50142302716682
01,FRI,10,12,92.00866752910737,226.84191461836997
01,FRI,10,13,38.5579560155239,95.06235446313057
01,FRI,10,14,63.4982212160414,156.5510996119017
01,FRI,10,15,26.878363518758054,66.26701164294947
01,FRI,10,2,16.524838292367377,40.74100905562736
01,FRI,10,3,14.892755498059493,36.71720569210863
01,FRI,10,4,7.803395860284579,19.238809831823996
01,FRI,10,5,1.4280724450193671,3.52082794307882
01,FRI,10,6,0.8160413971539411,2.011901681759368
01,FRI,10,7,12.90365459249674,31.813195342820116
01,FRI,10,8,5.8142949547218254,14.334799482535484
01,FRI,10,9,3.213163001293645,7.921862871927516
01,FRI,10,9-1,45.74932082794305,112.79223803363512
01,FRI,11,1,21.057192778101328,39.114181712288854
01,FRI,11,10,39.420384391380274,73.22419918462427
01,FRI,11,11,19.682702387885836,36.56103669190446
01,FRI,11,12,113.20302853814795,210.2770238788585
01,FRI,11,13,41.72952824694231,77.51348281887007
01,FRI,11,14,74.71729761211412,138.78896330809545
01,FRI,11,15,28.809318578916685,53.51391962725678
01,FRI,11,2,19.517763541059985,36.25465928945835
01,FRI,11,3,16.383925451368654,30.43348864298192
01,FRI,11,4,11.710658124635982,21.752795573674995
01,FRI,11,5,0.9896330809551449,1.8382644146767442
01,FRI,11,6,0.439836924868948,0.8170064065229876
01,FRI,11,7,15.39429237041351,28.59522422830518
01,FRI,11,8,5.607920792079169,10.416831683168246
01,FRI,11,9,6.982411182294662,12.969976703552637
01,FRI,11,9-1,56.35410599883517,104.67894583576003
01,FRI,12,1,22.94135041892553,47.92193198619999
01,FRI,12,10,39.06949236076881,81.61182848693929
01,FRI,12,11,23.154263183834352,48.36668309512065
01,FRI,12,12,138.65943814687034,289.64415968457365
01,FRI,12,13,45.82947264662392,95.73267619516997
01,FRI,12,14,84.63282405125678,176.78856579595856
01,FRI,12,15,33.107934943321794,69.15879743716107
01,FRI,12,2,18.470182355840265,38.58215869886634
01,FRI,12,3,19.69443075406601,41.13947757516011
01,FRI,12,4,11.071463775258746,23.12705766387382
01,FRI,12,5,1.277476589452932,2.6685066535239024
